sentence,sentence_with_entity,class,subject_entity,object_entity,영진,준홍
"이후 블루런 벤처스의 존 말로이에 의해 재원 투자를 받으면서 1999년 칸피니티는 페이팔(PayPal)이라는 이름의 송금 서비스를 개발, 발표하였다.","이후 <obj:블루런 벤처스>의 <sbj:존 말로이>에 의해 재원 투자를 받으면서 1999년 칸피니티는 페이팔(PayPal)이라는 이름의 송금 서비스를 개발, 발표하였다.",per:employee_of,"{'start': 12, 'text': '존 말로이', 'type': 'per'}","{'start': 3, 'text': '블루런 벤처스', 'type': 'org'}",,
"새로운 허브는 다음 단계로, 트위치의 혼잡한 플랫폼에서 자신의 목소리를 내는 것을 어렵게 여길 지도 모르는 스트리머들에게 더 많은 발견 가능성을 제공한다.","<sbj:새로운 허브>는 다음 단계로, 트위치의 혼잡한 플랫폼에서 자신의 목소리를 내는 것을 어렵게 여길 지도 모르는 <obj:스트리머들>에게 더 많은 발견 가능성을 제공한다.",no_relation:no_relation,"{'start': 0, 'text': '새로운 허브', 'type': 'no_relation'}","{'start': 60, 'text': '스트리머들', 'type': 'no_relation'}",,
페이팔은 버진 모바일의 CEO이었고 아메리칸 엑스프레스의 부회장이었던 댄 슐먼이 회장에 취임한다고 발표하였다.,<obj:페이팔>은 버진 모바일의 CEO이었고 아메리칸 엑스프레스의 부회장이었던 <sbj:댄 슐먼>이 회장에 취임한다고 발표하였다.,per:employee_of,"{'start': 39, 'text': '댄 슐먼', 'type': 'per'}","{'start': 0, 'text': '페이팔', 'type': 'org'}",,
"2013년 중반, 트위치 월간 시청자는 4300만 명이 넘고, 평균 시청자는 하루 1시간 반을 시청했다.","2013년 중반, <obj:트위치> 월간 시청자는 4300만 명이 넘고, <sbj:평균 시청자>는 하루 1시간 반을 시청했다.",no_relation:no_relation,"{'start': 35, 'text': '평균 시청자', 'type': 'no_relation'}","{'start': 10, 'text': '트위치', 'type': 'no_relation'}",,
2017년 2월 트위치는 이 사이트의 브라우징 인터페이스 내에서 게임의 디지털 구매를 유도하는 디지털 배급 플랫폼인 트위치 게임 스토어를 발표했다.,2017년 2월 <sbj:트위치>는 이 사이트의 브라우징 인터페이스 내에서 게임의 디지털 구매를 유도하는 디지털 배급 플랫폼인 <obj:트위치 게임 스토어>를 발표했다.,org:production,"{'start': 9, 'text': '트위치', 'type': 'org'}","{'start': 65, 'text': '트위치 게임 스토어', 'type': 'poh'}",,
"유튜브나 데일리모션과 같은 경쟁력 있는 서비스는 트위치와 경쟁하기 위해 게임 콘텐츠의 인지도를 높이기 시작했지만, 그들의 영향력은 트위치보다 훨씬 적었다.","<obj:유튜브>나 데일리모션과 같은 경쟁력 있는 서비스는 <sbj:트위치>와 경쟁하기 위해 게임 콘텐츠의 인지도를 높이기 시작했지만, 그들의 영향력은 트위치보다 훨씬 적었다.",no_relation:no_relation,"{'start': 27, 'text': '트위치', 'type': 'no_relation'}","{'start': 0, 'text': '유튜브', 'type': 'no_relation'}",,
"분리는 2015년 7월 18일에 완료되었는데, 댄 슐먼은 현재 페이팔의 회장 겸 CEO이며, 이베이의 전임 CEO 존 도나호는 페이팔의 이사회 의장이 되었다.","분리는 2015년 7월 18일에 완료되었는데, <sbj:댄 슐먼>은 현재 <obj:페이팔>의 회장 겸 CEO이며, 이베이의 전임 CEO 존 도나호는 페이팔의 이사회 의장이 되었다.",per:employee_of,"{'start': 26, 'text': '댄 슐먼', 'type': 'per'}","{'start': 35, 'text': '페이팔', 'type': 'org'}",,
오디오 필터링 시스템은 일반적인 변화를 둘러싼 커뮤니케이션 부족과 함께 사용자들 사이에서 논란이 되었다.,<sbj:오디오 필터링 시스템>은 일반적인 변화를 둘러싼 커뮤니케이션 부족과 함께 <obj:사용자들> 사이에서 논란이 되었다.,no_relation:no_relation,"{'start': 0, 'text': '오디오 필터링 시스템', 'type': 'no_relation'}","{'start': 40, 'text': '사용자들', 'type': 'no_relation'}",,
1968년 7월 18일에 고든 무어와 로버트 노이스가 인텔을 설립하였다.,1968년 7월 18일에 <obj:고든 무어>와 로버트 노이스가 <sbj:인텔>을 설립하였다.,org:founded_by,"{'start': 30, 'text': '인텔', 'type': 'org'}","{'start': 14, 'text': '고든 무어', 'type': 'per'}",,
2011년 페이팔은 고객들이 온라인이 아닌 오프라인 상점에서도 페이팔을 이용하여 지불할 수 있도록 페이팔의 송금 비즈니스를 오프라인으로도 시작한다고 발표하였다.,2011년 <sbj:페이팔>은 고객들이 온라인이 아닌 오프라인 상점에서도 페이팔을 이용하여 지불할 수 있도록 페이팔의 <obj:송금 비즈니스>를 오프라인으로도 시작한다고 발표하였다.,org:production,"{'start': 6, 'text': '페이팔', 'type': 'org'}","{'start': 60, 'text': '송금 비즈니스', 'type': 'poh'}",,
"2007년 저스틴 칸(Justin Kan)과 에밋 시어(Emett Sheer)에 의해 저스틴.tv(Justin.tv)가 출시되었을 때, 이 사이트에는 여러 카테코리에 따라 많은 콘텐츠가 생겼다.","<obj:2007년> 저스틴 칸(Justin Kan)과 에밋 시어(Emett Sheer)에 의해 <sbj:저스틴.tv(Justin.tv)>가 출시되었을 때, 이 사이트에는 여러 카테코리에 따라 많은 콘텐츠가 생겼다.",org:founded,"{'start': 48, 'text': '저스틴.tv(Justin.tv)', 'type': 'org'}","{'start': 0, 'text': '2007년', 'type': 'dat'}",,
"아마존에서는 시어(Emett Sheer)가 트위치 인터랙티브의 최고 경영자로 계속 활동하였고, 2018년 1월 사라 클레멘스가 최고 운영 책임자로 임원에 추가되었다.","<obj:아마존>에서는 <sbj:시어(Emett Sheer)>가 트위치 인터랙티브의 최고 경영자로 계속 활동하였고, 2018년 1월 사라 클레멘스가 최고 운영 책임자로 임원에 추가되었다.",per:employee_of,"{'start': 7, 'text': '시어(Emett Sheer)', 'type': 'per'}","{'start': 0, 'text': '아마존', 'type': 'org'}",,
코세라(영어: Coursera)는 미국의 교육 및 기술 회사이다.,<sbj:코세라>(영어: <obj:Coursera>)는 미국의 교육 및 기술 회사이다.,org:alteranate_names,"{'start': 0, 'text': '코세라', 'type': 'org'}","{'start': 8, 'text': 'Coursera', 'type': 'org'}",,
"2007년 10월 페이팔은 텍사스 주 오스틴의 북쪽에 데이터 서비스 센터를 열었고, 같은 해에 네브래스카 주 라비스타에 두 번째 운영 센터를 오픈하였다.","2007년 10월 <obj:페이팔>은 텍사스 주 오스틴의 북쪽에 <sbj:데이터 서비스 센터>를 열었고, 같은 해에 네브래스카 주 라비스타에 두 번째 운영 센터를 오픈하였다.",no_relation:no_relation,"{'start': 30, 'text': '데이터 서비스 센터', 'type': 'no_relation'}","{'start': 10, 'text': '페이팔', 'type': 'no_relation'}",,
인텔의 로고송은 컴퓨터에 관심있는 사람이라면 대부분 알고있는 유명한 곡이다.,<sbj:인텔>의 <obj:로고송>은 컴퓨터에 관심있는 사람이라면 대부분 알고있는 유명한 곡이다.,org:production,"{'start': 0, 'text': '인텔', 'type': 'org'}","{'start': 4, 'text': '로고송', 'type': 'poh'}",,
"더불어 2013년 9월 2일, 마이크로소프트는 핀란드의 휴대전화 생산 업체인 노키아의 휴대전화 사업 부문을 54억 4,000만 유로(약 7조 8,654억 원)에 인수한다고 발표했다.","더불어 2013년 9월 2일, <sbj:마이크로소프트>는 핀란드의 휴대전화 생산 업체인 <obj:노키아>의 휴대전화 사업 부문을 54억 4,000만 유로(약 7조 8,654억 원)에 인수한다고 발표했다.",org:member_of,"{'start': 17, 'text': '마이크로소프트', 'type': 'org'}","{'start': 43, 'text': '노키아', 'type': 'org'}",,
스트리머가 만든 콘텐츠가 삭제된 곳에서도 시청자가 만든 동영상에 제재가 이어지고 있다는 불만도 나왔다.,스트리머가 만든 콘텐츠가 삭제된 곳에서도 <obj:시청자>가 만든 <sbj:동영상>에 제재가 이어지고 있다는 불만도 나왔다.,no_relation:no_relation,"{'start': 31, 'text': '동영상', 'type': 'no_relation'}","{'start': 23, 'text': '시청자', 'type': 'no_relation'}",,
"2011년 일종의 고객지원 센터와 같은 운영 조직을 독일 베를린, 애리조나 주의 챈들러, 아일랜드의 더블린, 네브래스카 주의 오마하 그리고 중국 상하이에서 연이어 합류시켰으며, 말레이시아 쿠알라룸푸르에 아시아 태평양 지역의 두 번째 고객 지원 센터를 개설하고 직원들에 대한 채용 절차를 시작하였다.","2011년 일종의 고객지원 센터와 같은 운영 조직을 <sbj:독일 베를린>, 애리조나 주의 챈들러, 아일랜드의 더블린, 네브래스카 주의 오마하 그리고 <obj:중국 상하이>에서 연이어 합류시켰으며, 말레이시아 쿠알라룸푸르에 아시아 태평양 지역의 두 번째 고객 지원 센터를 개설하고 직원들에 대한 채용 절차를 시작하였다.",no_relation:no_relation,"{'start': 29, 'text': '독일 베를린', 'type': 'no_relation'}","{'start': 78, 'text': '중국 상하이', 'type': 'no_relation'}",,
"또한 경쟁 업체들이 인터넷에서 앞서나감에 따라, 윈도 95용으로 별도 판매된 PLUS! 팩에 처음 제공된 인터넷 익스플로러를 윈도우 98부터는 운영 체제에 포함하여 끼워팔기를 하여 비판을 받았다.","또한 경쟁 업체들이 인터넷에서 앞서나감에 따라, 윈도 95용으로 별도 판매된 PLUS! 팩에 처음 제공된 <obj:인터넷 익스플로러>를 윈도우 98부터는 <sbj:운영 체제>에 포함하여 끼워팔기를 하여 비판을 받았다.",no_relation:no_relation,"{'start': 80, 'text': '운영 체제', 'type': 'no_relation'}","{'start': 59, 'text': '인터넷 익스플로러', 'type': 'no_relation'}",,
"이러한 필요한 신원 정보를 페이팔이 확인할 수 없는 경우 페이팔 계정의 잔고는 일반적으로 계정에서만 보유되거나 연결된 은행 계좌 또는 직불 카드로 이체될 수 있으며, 경우에 따라서는 페이팔이 이러한 필수 신원 정보를 확인할 수 없었어도 계정 잔고는 페이팔 크레딧 계정 등과 같이 페이팔에 지불해야 하는 금액이나 환불 또는 차지백 충당금에 사용될 수 있다.","이러한 필요한 신원 정보를 페이팔이 확인할 수 없는 경우 페이팔 계정의 잔고는 일반적으로 계정에서만 보유되거나 연결된 은행 계좌 또는 <obj:직불 카드>로 이체될 수 있으며, 경우에 따라서는 페이팔이 이러한 필수 신원 정보를 확인할 수 없었어도 <sbj:계정 잔고>는 페이팔 크레딧 계정 등과 같이 페이팔에 지불해야 하는 금액이나 환불 또는 차지백 충당금에 사용될 수 있다.",no_relation:no_relation,"{'start': 132, 'text': '계정 잔고', 'type': 'no_relation'}","{'start': 75, 'text': '직불 카드', 'type': 'no_relation'}",,
MS는 발머의 인도 아래 세계 최고 수익성을 갖는 강력한 IT 기업으로 존재하고 있지만 2008년 여름 게이츠 퇴장 이후 주가가 30%나 떨어졌는데 발머에게 갖는 불안감 보다는 세계 경제의 어려움 탓으로 그 원인을 돌리기도 한다.,<obj:MS>는 <sbj:발머>의 인도 아래 세계 최고 수익성을 갖는 강력한 IT 기업으로 존재하고 있지만 2008년 여름 게이츠 퇴장 이후 주가가 30%나 떨어졌는데 발머에게 갖는 불안감 보다는 세계 경제의 어려움 탓으로 그 원인을 돌리기도 한다.,per:employee_of,"{'start': 4, 'text': '발머', 'type': 'per'}","{'start': 0, 'text': 'MS', 'type': 'org'}",,
인터넷 익스플로러와 마이크로소프트 오피스는 지나친 시장 장악으로 경쟁사들을 시장에서 도태시켰다는 주장도 있다.,<obj:인터넷 익스플로러>와 마이크로소프트 오피스는 지나친 시장 장악으로 <sbj:경쟁사>들을 시장에서 도태시켰다는 주장도 있다.,no_relation:no_relation,"{'start': 36, 'text': '경쟁사', 'type': 'no_relation'}","{'start': 0, 'text': '인터넷 익스플로러', 'type': 'no_relation'}",,
"모든 페이팔 계정들은 돈을 보내거나 받을 수 있으며, 온라인 또는 오프라인 상점에서 물건들을 구입할 때 결제 수단으로 페이팔을 이용할 수 있는데, 직불 카드·신용 카드·은행 계좌 그리고 페이팔 계정의 잔고 또는 기타의 지불방법을 이용하여 페이팔로 지불할 수 있으며, 마찬가지로 직불 카드·신용 카드·은행 계좌·페이팔 계정의 잔고 또는 기타의 지불방법으로 다른 사람들로부터 페이팔로 돈을 입금받을 수 있다.","모든 <obj:페이팔> 계정들은 돈을 보내거나 받을 수 있으며, 온라인 또는 오프라인 상점에서 <sbj:물건>들을 구입할 때 결제 수단으로 페이팔을 이용할 수 있는데, 직불 카드·신용 카드·은행 계좌 그리고 페이팔 계정의 잔고 또는 기타의 지불방법을 이용하여 페이팔로 지불할 수 있으며, 마찬가지로 직불 카드·신용 카드·은행 계좌·페이팔 계정의 잔고 또는 기타의 지불방법으로 다른 사람들로부터 페이팔로 돈을 입금받을 수 있다.",no_relation:no_relation,"{'start': 47, 'text': '물건', 'type': 'no_relation'}","{'start': 3, 'text': '페이팔', 'type': 'no_relation'}",,
"페이팔의 수익은 2009년 1분기에 6.43억 달러에 이르렀으며, 전년도 대비 11% 증가한 것이었다.","<sbj:페이팔>의 수익은 <obj:2009년 1분기>에 6.43억 달러에 이르렀으며, 전년도 대비 11% 증가한 것이었다.",no_relation:no_relation,"{'start': 0, 'text': '페이팔', 'type': 'no_relation'}","{'start': 9, 'text': '2009년 1분기', 'type': 'no_relation'}",,
"중국 베이징시 차오양 구에 본사를 세워, 같은 사의 EC사이트인 &quot;JD.com&quot;에서는 가전・PC・가구・의류・식품・도서 등의 상품을 인터넷으로 판매하고 있다.","<obj:중국 베이징시 차오양 구>에 본사를 세워, 같은 사의 EC사이트인 ""<sbj:JD.com>""에서는 가전・PC・가구・의류・식품・도서 등의 상품을 인터넷으로 판매하고 있다.",org:location,"{'start': 37, 'text': 'JD.com', 'type': 'org'}","{'start': 0, 'text': '중국 베이징시 차오양 구', 'type': 'loc'}",,
"Big Blue라는 닉네임을 가진 IBM은 다우존스 산업평균지수에 포함된 Top 30개 기업 중 하나이며 세계에서 가장 큰 고용을 유치하며, 2020년 기준으로 345,000명 이상의 직원이 근무하고 있습니다.","<obj:Big Blue>라는 닉네임을 가진 <sbj:IBM>은 다우존스 산업평균지수에 포함된 Top 30개 기업 중 하나이며 세계에서 가장 큰 고용을 유치하며, 2020년 기준으로 345,000명 이상의 직원이 근무하고 있습니다.",org:alteranate_names,"{'start': 19, 'text': 'IBM', 'type': 'org'}","{'start': 0, 'text': 'Big Blue', 'type': 'org'}",,
